,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,Y
9115,21115,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
9116,21116,1,1,2,2,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
9117,21117,1,1,1,2,1,-1,2,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
9118,21118,1,1,1,1,1,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,1,1,0,1,1
9119,21119,1,1,2,1,1,-1,0,-1,-1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0
9120,21120,1,1,1,1,1,0,0,2,2,-1,2,0,0,0,0,0,0,1,0,0,1,0,1,1
9121,21121,0,1,1,2,1,2,2,0,0,0,2,1,1,1,1,1,1,0,0,0,0,1,0,0
9122,21122,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9123,21123,1,1,2,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
9124,21124,1,1,2,2,0,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,1,1,1,1,0,0
9125,21125,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
9126,21126,0,1,2,3,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
9127,21127,1,1,1,1,1,-1,-1,-1,-1,-1,-2,0,0,0,0,0,0,0,1,0,0,0,0,0
9128,21128,1,1,1,1,1,-1,-1,2,2,-1,2,0,0,0,0,0,0,0,0,0,1,0,0,0
9129,21129,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
9130,21130,1,1,2,1,1,1,2,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0
9131,21131,0,1,1,2,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1
9132,21132,1,1,2,2,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
9133,21133,1,1,1,2,1,-2,-2,-2,-2,-2,-2,0,0,1,0,0,0,1,1,1,1,1,1,0
9134,21134,1,1,3,1,1,-2,-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
9135,21135,1,1,1,2,0,-1,-1,-1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0
9136,21136,1,1,3,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
9137,21137,1,1,1,2,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
9138,21138,1,1,1,1,1,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,1,0,1,1,1,1,0
9139,21139,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9140,21140,1,1,1,1,1,-1,-1,-1,-1,-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
9141,21141,1,1,3,2,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
9142,21142,1,1,2,2,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
9143,21143,0,1,1,2,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0
9144,21144,0,1,2,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1
9145,21145,0,1,3,1,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
9146,21146,1,1,2,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
9147,21147,0,1,2,2,1,0,0,0,2,2,-2,0,1,1,1,0,0,0,1,0,0,0,0,1
9148,21148,0,1,2,1,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
9149,21149,0,1,2,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
9150,21150,1,1,2,2,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
9151,21151,0,1,3,2,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
9152,21152,0,1,1,2,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
9153,21153,0,1,2,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
9154,21154,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0
9155,21155,1,1,1,2,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0
9156,21156,1,1,1,2,1,-1,-1,-1,-1,-1,-2,0,1,0,0,0,0,1,1,1,0,0,0,0
9157,21157,1,1,1,1,1,2,-1,-1,-1,-2,-1,0,0,0,0,0,0,0,0,0,0,1,1,0
9158,21158,1,1,1,1,1,2,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0
9159,21159,1,1,2,2,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
9160,21160,1,1,2,2,1,0,0,0,0,0,-1,1,1,0,0,0,0,1,0,0,0,1,0,0
9161,21161,1,1,2,1,1,-1,-1,-1,-1,-1,-2,0,0,0,0,0,0,0,0,1,0,0,1,0
9162,21162,0,1,3,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0
9163,21163,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9164,21164,1,1,1,2,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,1,1,1,1,0,0
9165,21165,1,1,2,2,1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9166,21166,1,1,1,1,1,3,2,2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
9167,21167,1,1,1,2,0,3,2,2,0,0,-1,1,1,1,1,0,0,1,0,0,1,1,1,1
9168,21168,1,1,1,1,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,1,1,0,0,0
9169,21169,0,1,2,1,1,0,0,2,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
9170,21170,1,1,1,1,1,0,0,0,2,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0
9171,21171,1,1,1,2,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
9172,21172,0,1,2,2,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0
9173,21173,1,1,5,2,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
9174,21174,1,1,3,2,1,1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,1,1,1,1,1,0
9175,21175,1,1,1,1,1,-1,-1,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,1,0
9176,21176,0,1,1,1,0,0,0,2,2,2,3,0,1,1,1,1,1,1,0,0,1,0,0,0
9177,21177,1,1,2,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
9178,21178,1,1,3,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
9179,21179,0,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
9180,21180,1,1,3,2,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9181,21181,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
9182,21182,0,1,2,2,1,1,2,2,2,2,2,0,0,0,1,1,1,0,0,1,0,0,1,1
9183,21183,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
9184,21184,0,1,2,2,1,-1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
9185,21185,0,1,2,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
9186,21186,0,1,3,1,0,0,0,0,2,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0
9187,21187,1,1,1,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
9188,21188,1,1,1,1,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,1,1,1,1,1,1,0
9189,21189,0,1,2,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1
9190,21190,1,1,1,1,1,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,1,1,0,0,1,0
9191,21191,1,1,2,2,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0
9192,21192,1,1,1,2,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
9193,21193,0,1,2,1,1,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,1,1,1,0
9194,21194,0,1,2,1,1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,1,1,1,1,0,1,0
9195,21195,1,1,2,2,1,0,0,0,0,-2,-2,1,1,1,0,0,0,1,1,0,0,0,0,0
9196,21196,0,1,2,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
9197,21197,1,1,2,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
9198,21198,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
9199,21199,0,1,2,2,0,3,2,2,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1
9200,21200,1,1,3,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0
9201,21201,1,1,1,2,0,-2,-2,-1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0
9202,21202,0,1,2,2,0,3,2,3,3,5,4,0,0,0,1,1,1,0,0,1,0,1,0,0
9203,21203,0,1,1,2,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0
9204,21204,1,1,1,1,1,2,-1,-1,-2,-1,-1,0,0,0,0,0,0,1,0,0,1,1,1,1
9205,21205,1,1,1,1,1,-1,-1,-1,-1,0,-1,0,0,0,0,0,0,0,1,1,0,1,1,0
9206,21206,1,1,2,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0
9207,21207,0,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
9208,21208,1,1,2,3,0,-2,-2,-2,-2,-2,-2,0,0,1,0,0,0,0,1,1,1,0,0,0
9209,21209,1,1,1,1,1,1,-1,-1,-1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0
9210,21210,1,1,2,2,1,-1,-1,-1,-1,-1,-1,0,1,1,0,0,0,1,1,1,0,1,0,0
9211,21211,0,1,2,2,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0
9212,21212,1,1,2,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
9213,21213,0,1,1,2,1,2,2,2,0,0,2,0,0,0,0,1,1,0,0,0,1,0,1,0
9214,21214,1,1,3,2,0,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
9215,21215,0,1,2,2,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0
9216,21216,0,1,1,2,1,0,0,0,0,2,0,1,1,1,1,1,1,1,1,1,1,1,1,0
9217,21217,0,1,2,2,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
9218,21218,0,1,2,2,1,2,2,2,2,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1
9219,21219,1,1,2,2,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0
9220,21220,0,1,2,2,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0
9221,21221,1,1,2,1,1,2,2,2,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0
9222,21222,0,1,1,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,1,1
9223,21223,0,1,2,2,0,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,1,0,0,0
9224,21224,0,1,2,2,0,0,0,2,0,-1,-1,1,1,0,0,1,1,1,0,0,1,1,1,0
9225,21225,0,1,2,1,1,0,0,2,2,3,2,1,1,1,1,1,1,1,0,1,0,0,1,0
9226,21226,0,1,2,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9227,21227,1,1,2,1,0,0,0,0,0,0,-1,1,0,0,0,0,1,1,1,0,1,1,1,0
9228,21228,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
9229,21229,0,1,2,2,1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
9230,21230,1,1,1,1,1,1,-2,-1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9231,21231,0,1,1,2,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0
9232,21232,1,1,1,1,1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1,1,1,1,0,0,0
9233,21233,1,1,1,1,1,-1,-1,2,2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
9234,21234,0,1,3,2,0,1,-1,-1,-1,-2,-2,0,0,0,0,0,0,1,0,0,0,0,0,0
9235,21235,1,1,2,2,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0
9236,21236,1,1,1,2,1,2,2,2,-2,-2,-2,1,1,0,0,0,0,1,0,0,0,0,0,1
9237,21237,1,1,3,1,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
9238,21238,0,1,2,2,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
9239,21239,1,1,1,2,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,0,0,1,0,0,0
9240,21240,1,1,5,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
9241,21241,1,1,1,2,1,3,2,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0
9242,21242,0,1,3,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
9243,21243,1,1,1,1,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
9244,21244,1,1,2,1,1,0,-1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0
9245,21245,1,1,1,1,1,-1,-1,-1,2,-1,0,0,1,0,0,0,0,1,1,0,1,0,1,0
9246,21246,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
9247,21247,0,1,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,0,1,0,0,1,1
9248,21248,1,1,1,1,1,0,0,0,2,-1,2,0,0,0,0,0,0,1,1,0,1,0,1,0
9249,21249,0,1,3,1,1,0,0,-1,-1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
9250,21250,1,1,1,1,1,-2,-2,-2,-2,-2,-1,0,0,0,0,1,0,0,0,1,1,1,1,0
9251,21251,1,1,2,1,1,0,-1,-1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0
9252,21252,1,1,1,2,1,-1,-1,-1,-1,-2,-2,0,0,0,0,0,0,0,1,0,0,0,1,0
9253,21253,1,1,2,1,1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,1,1,1,1,1,1,0
9254,21254,1,1,2,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
9255,21255,0,1,2,2,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
9256,21256,0,1,3,2,1,0,0,0,0,0,2,1,1,1,1,1,1,0,0,0,1,0,0,0
9257,21257,1,1,2,1,1,0,0,0,0,-2,-2,1,1,0,0,0,0,1,1,0,0,0,0,0
9258,21258,1,1,3,1,1,0,0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,0
9259,21259,1,1,1,1,1,-1,-1,-1,-2,-1,-1,1,0,1,1,1,1,1,1,1,1,1,1,0
9260,21260,1,1,1,1,1,1,-2,-2,-2,-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
9261,21261,0,1,3,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
9262,21262,0,1,3,1,1,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
9263,21263,0,1,3,1,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
9264,21264,0,1,3,3,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
9265,21265,0,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
9266,21266,0,1,2,1,1,0,0,2,2,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0
9267,21267,0,1,3,1,1,2,2,2,2,-2,-2,0,0,0,0,0,0,1,0,0,0,0,0,1
9268,21268,1,1,2,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
9269,21269,0,1,3,2,1,0,0,0,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
9270,21270,0,1,2,2,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
9271,21271,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
9272,21272,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
9273,21273,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
9274,21274,0,1,3,1,1,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,1,1,1,1
9275,21275,0,1,3,2,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
9276,21276,0,1,3,1,1,0,0,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
9277,21277,0,1,2,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0
9278,21278,0,1,2,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
9279,21279,0,1,2,2,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0
9280,21280,1,1,3,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
9281,21281,0,1,2,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
9282,21282,0,1,2,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
9283,21283,1,1,3,2,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
9284,21284,0,1,1,2,1,0,0,0,-1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0
9285,21285,0,1,3,1,1,0,0,0,0,2,2,1,1,1,1,1,1,0,0,1,0,1,0,0
9286,21286,0,1,3,1,1,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
9287,21287,0,1,3,1,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
9288,21288,1,1,2,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
9289,21289,0,1,3,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1
9290,21290,0,1,3,2,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9291,21291,1,1,1,1,1,0,-1,-1,-1,0,-1,0,0,0,1,0,0,1,1,1,0,1,1,0
9292,21292,1,1,2,1,1,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
9293,21293,0,1,2,1,1,1,2,0,0,2,0,1,1,1,1,1,1,0,0,1,0,0,0,1
9294,21294,1,1,1,1,1,-1,-1,-2,-1,-1,-2,0,0,0,0,0,0,0,0,1,0,0,0,0
9295,21295,1,1,2,1,1,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,1,1,1,1,1,0,0
9296,21296,0,1,2,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,1,0,1,0,0
9297,21297,1,1,2,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
9298,21298,0,1,1,1,1,-1,-1,2,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
9299,21299,0,1,2,2,1,0,0,0,-1,-1,0,1,1,1,0,0,0,1,1,0,0,0,1,0
9300,21300,1,1,2,1,1,0,0,0,0,0,-1,1,1,1,1,0,0,0,0,0,1,1,1,1
9301,21301,0,1,2,1,1,0,0,0,0,0,-1,0,1,0,0,0,0,0,1,0,0,1,0,0
9302,21302,0,1,2,1,1,2,-1,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9303,21303,0,1,2,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0
9304,21304,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
9305,21305,1,1,1,1,1,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,1,0,0,1,0,0,0
9306,21306,0,1,3,1,1,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
9307,21307,0,1,2,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0
9308,21308,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1
9309,21309,0,1,5,2,1,0,0,0,2,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1
9310,21310,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
9311,21311,0,1,3,1,1,1,2,2,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
9312,21312,1,1,3,1,1,2,2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
9313,21313,1,1,3,1,1,-1,-1,-2,-2,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1
9314,21314,0,1,3,1,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0
9315,21315,0,1,3,3,1,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
9316,21316,1,1,3,1,1,-1,-1,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
9317,21317,0,1,3,2,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0
9318,21318,1,1,1,1,1,3,3,3,3,2,2,1,1,1,1,1,1,1,0,1,1,1,1,1
9319,21319,1,1,1,2,1,-1,0,0,0,0,-2,1,1,1,1,1,1,1,1,1,1,0,0,0
9320,21320,0,1,2,1,1,1,2,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0
9321,21321,1,1,2,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
9322,21322,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,1
9323,21323,1,1,1,1,1,-2,-2,-2,-2,-2,-2,0,0,0,0,1,1,0,1,1,1,1,0,0
9324,21324,1,1,1,1,1,1,-2,-1,-1,-1,-1,0,0,0,0,0,0,0,0,1,0,0,1,0
9325,21325,1,1,1,2,1,-1,-1,-1,-1,-1,2,0,0,0,0,0,0,1,1,1,1,0,1,0
9326,21326,1,1,1,2,1,1,-1,0,-1,-1,-1,0,0,0,0,0,0,1,1,0,0,1,0,1
9327,21327,0,1,3,2,1,0,0,0,0,-2,-2,1,1,0,0,0,0,0,0,0,0,0,0,1
9328,21328,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
9329,21329,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
9330,21330,1,1,2,1,1,-1,-1,-1,-1,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0
9331,21331,0,1,2,1,1,1,2,2,2,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1
9332,21332,0,1,2,1,1,-1,2,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9333,21333,1,1,1,1,1,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,1,1,1,1,1,1,0
9334,21334,1,1,1,1,1,-2,-2,-2,-2,-2,-2,0,0,0,0,1,0,1,1,0,1,1,1,0
9335,21335,1,1,2,1,1,-1,-1,-1,2,-1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0
9336,21336,0,1,2,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0
9337,21337,1,1,6,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
9338,21338,1,1,3,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
9339,21339,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1
9340,21340,1,1,3,1,1,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
9341,21341,0,1,3,3,1,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
9342,21342,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
9343,21343,1,1,2,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1
9344,21344,0,1,2,1,1,1,2,2,-1,-1,-1,0,0,0,0,0,0,0,0,1,1,0,0,0
9345,21345,0,1,3,2,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0
9346,21346,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
9347,21347,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
9348,21348,1,1,2,1,1,-1,-1,-1,-2,-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
9349,21349,0,1,1,1,1,1,-1,-1,2,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0
9350,21350,1,1,1,1,1,-2,-2,-2,-1,-1,-2,0,0,0,0,0,0,1,1,1,1,1,1,0
9351,21351,1,1,2,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
9352,21352,1,1,3,1,1,0,0,0,2,2,2,1,1,1,1,1,1,1,1,1,1,0,1,0
9353,21353,1,1,3,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0
9354,21354,0,1,1,2,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
9355,21355,0,1,3,1,1,1,2,2,-2,-2,-1,0,0,0,0,0,0,0,0,0,0,1,0,1
9356,21356,0,1,3,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0
9357,21357,0,1,2,2,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0
9358,21358,0,1,3,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0
9359,21359,1,1,2,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0
9360,21360,0,1,1,3,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
9361,21361,1,1,1,2,1,1,-2,-2,-2,-1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0
9362,21362,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9363,21363,0,1,2,2,1,5,4,3,2,2,-2,0,0,0,0,0,1,0,0,0,0,0,0,0
